,user_age,hour_sin,hour_cos,art,fashion,finance,fitness,food,gaming,health,lifestyle,news,photography,sports,technology,travel,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,user_gender_Male,user_gender_Other
0,2.0794940741438017,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,-1.0442127957992688,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,2.1996366460646892,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3,1.1183534987767032,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
4,1.1183534987767032,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
5,0.03707035148871712,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,-1.2844979396410436,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
7,-0.08307222043217022,-0.2588190451025208,-0.9659258262890683,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
8,2.5600643618273513,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
9,3.881632652957112,0.7071067811865476,0.7071067811865476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0.15721292340960447,0.49999999999999994,0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
11,-0.6837850800366069,1.2246467991473532e-16,-1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12,-0.9240702238783816,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13,-0.6837850800366069,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14,-0.44349993619483224,-0.7071067811865477,0.7071067811865474,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15,-1.2844979396410436,1.0,6.123233995736766e-17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16,-0.6837850800366069,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17,-0.20321479235305756,0.7071067811865476,0.7071067811865476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,0.2773554953304918,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
19,-0.5636425081157196,0.25881904510252074,0.9659258262890683,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20,-1.1643553677201564,-0.9659258262890684,0.2588190451025203,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,-0.8039276519574943,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22,-1.404640511561931,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
23,0.03707035148871712,0.8660254037844387,-0.4999999999999998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
24,0.5176406391722664,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25,0.2773554953304918,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
26,0.39749806725137915,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,-0.5636425081157196,-0.4999999999999997,-0.8660254037844388,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,-0.44349993619483224,0.258819045102521,-0.9659258262890682,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
29,-1.2844979396410436,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
30,-0.9240702238783816,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
31,-0.3233573642739449,-0.9659258262890684,0.2588190451025203,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
32,-0.6837850800366069,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
33,0.39749806725137915,-0.9659258262890683,-0.25881904510252063,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
34,-0.5636425081157196,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
35,-0.20321479235305756,1.0,6.123233995736766e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,-1.2844979396410436,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,2.0794940741438017,-0.7071067811865471,-0.7071067811865479,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,1.5989237864602526,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
39,-0.44349993619483224,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40,1.1183534987767032,0.8660254037844386,0.5000000000000001,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
